tile_id;time;score;lower_left_lon;lower_left_lat;upper_right_lon;upper_right_lat
32046019;2020-01-27;1477;7.4399455;46.9546809;7.4412592;46.9555804
32054026;2020-01-27;1758;7.4399455;46.9555804;7.4412593;46.9564799
32062034;2020-01-27;2002;7.4399455;46.9564799;7.4412593;46.9573794
32038012;2020-01-27;1237;7.4412591;46.9528818;7.4425728;46.9537813
32046018;2020-01-27;1254;7.4412592;46.9537814;7.4425729;46.9546808
32054025;2020-01-27;1521;7.4412592;46.9546809;7.4425729;46.9555804
32062033;2020-01-27;1945;7.4412592;46.9555804;7.442573;46.9564799
32070042;2020-01-27;2267;7.4412593;46.9564799;7.442573;46.9573794
32078052;2020-01-27;2059;7.4412593;46.9573794;7.4425731;46.9582789
32086063;2020-01-27;1430;7.4412593;46.9582789;7.4425731;46.9591784
32094075;2020-01-27;820;7.4412593;46.9591785;7.4425732;46.9600779
32102088;2020-01-27;374;7.4412594;46.960078;7.4425732;46.9609775
32038011;2020-01-27;1448;7.4425727;46.9519823;7.4438865;46.9528818
32046017;2020-01-27;1265;7.4425728;46.9528818;7.4438865;46.9537813
32054024;2020-01-27;1338;7.4425728;46.9537813;7.4438866;46.9546808
32062032;2020-01-27;1846;7.4425729;46.9546808;7.4438867;46.9555803
32070041;2020-01-27;2638;7.4425729;46.9555804;7.4438867;46.9564798
32078051;2020-01-27;2666;7.442573;46.9564799;7.4438868;46.9573794
32086062;2020-01-27;1787;7.442573;46.9573794;7.4438869;46.9582789
32094074;2020-01-27;1286;7.4425731;46.9582789;7.443887;46.9591784
32102087;2020-01-27;1105;7.4425731;46.9591784;7.443887;46.9600779
32110101;2020-01-27;821;7.4425732;46.9600779;7.4438871;46.9609774
32118116;2020-01-27;373;7.4425732;46.9609775;7.4438872;46.9618769
32126132;2020-01-27;313;7.4425733;46.961877;7.4438872;46.9627764
32134149;2020-01-27;323;7.4425733;46.9627765;7.4438873;46.963676
32142167;2020-01-27;42;7.4425734;46.963676;7.4438874;46.9645755
32038010;2020-01-27;1376;7.4438863;46.9510827;7.4452;46.9519822
32046016;2020-01-27;992;7.4438864;46.9519823;7.4452001;46.9528817
32054023;2020-01-27;1035;7.4438865;46.9528818;7.4452002;46.9537812
32062031;2020-01-27;1276;7.4438865;46.9537813;7.4452003;46.9546807
32070040;2020-01-27;1982;7.4438866;46.9546808;7.4452004;46.9555803
32078050;2020-01-27;4028;7.4438867;46.9555803;7.4452005;46.9564798
32086061;2020-01-27;3150;7.4438867;46.9564798;7.4452006;46.9573793
32094073;2020-01-27;1611;7.4438868;46.9573794;7.4452007;46.9582788
32102086;2020-01-27;1169;7.4438869;46.9582789;7.4452008;46.9591783
32110100;2020-01-27;1142;7.443887;46.9591784;7.4452009;46.9600778
32118115;2020-01-27;1550;7.443887;46.9600779;7.445201;46.9609774
32126131;2020-01-27;1739;7.4438871;46.9609774;7.4452011;46.9618769
32134148;2020-01-27;833;7.4438872;46.9618769;7.4452011;46.9627764
32142166;2020-01-27;412;7.4438872;46.9627764;7.4452012;46.9636759
32150185;2020-01-27;64;7.4438873;46.963676;7.4452013;46.9645754
32038009;2020-01-27;2034;7.4451998;46.9501832;7.4465135;46.9510826
32046015;2020-01-27;1232;7.4451999;46.9510827;7.4465136;46.9519821
32054022;2020-01-27;1049;7.4452;46.9519822;7.4465138;46.9528816
32062030;2020-01-27;1158;7.4452001;46.9528817;7.4465139;46.9537812
32070039;2020-01-27;1551;7.4452002;46.9537812;7.446514;46.9546807
32078049;2020-01-27;2171;7.4452003;46.9546807;7.4465141;46.9555802
32086060;2020-01-27;3165;7.4452004;46.9555803;7.4465142;46.9564797
32094072;2020-01-27;2931;7.4452005;46.9564798;7.4465143;46.9573792
32102085;2020-01-27;2016;7.4452006;46.9573793;7.4465145;46.9582787
32110099;2020-01-27;1466;7.4452007;46.9582788;7.4465146;46.9591783
32118114;2020-01-27;1283;7.4452008;46.9591783;7.4465147;46.9600778
32126130;2020-01-27;1641;7.4452009;46.9600778;7.4465148;46.9609773
32038008;2020-01-27;2736;7.4465133;46.9492836;7.447827;46.950183
32046014;2020-01-27;1803;7.4465134;46.9501831;7.4478271;46.9510825
32054021;2020-01-27;1356;7.4465135;46.9510826;7.4478273;46.951982
32062029;2020-01-27;1533;7.4465136;46.9519821;7.4478274;46.9528816
32070038;2020-01-27;1808;7.4465138;46.9528816;7.4478276;46.9537811
32078048;2020-01-27;2822;7.4465139;46.9537812;7.4478277;46.9546806
32086059;2020-01-27;3663;7.446514;46.9546807;7.4478278;46.9555801
32094071;2020-01-27;2970;7.4465141;46.9555802;7.447828;46.9564796
32102084;2020-01-27;3912;7.4465142;46.9564797;7.4478281;46.9573791
32110098;2020-01-27;3642;7.4465143;46.9573792;7.4478283;46.9582787
32118113;2020-01-27;2364;7.4465145;46.9582787;7.4478284;46.9591782
32126129;2020-01-27;1751;7.4465146;46.9591783;7.4478285;46.9600777
32134146;2020-01-27;2138;7.4465147;46.9600778;7.4478287;46.9609772
32046013;2020-01-27;2574;7.4478269;46.9492835;7.4491406;46.9501829
32054020;2020-01-27;1697;7.447827;46.950183;7.4491408;46.9510824
32062028;2020-01-27;1182;7.4478271;46.9510825;7.4491409;46.9519819
32070037;2020-01-27;1877;7.4478273;46.951982;7.4491411;46.9528815
32078047;2020-01-27;3304;7.4478274;46.9528816;7.4491412;46.953781
32086058;2020-01-27;5144;7.4478276;46.9537811;7.4491414;46.9546805
32094070;2020-01-27;4468;7.4478277;46.9546806;7.4491416;46.95558
32102083;2020-01-27;2969;7.4478278;46.9555801;7.4491417;46.9564795
32110097;2020-01-27;3781;7.447828;46.9564796;7.4491419;46.957379
32118112;2020-01-27;4877;7.4478281;46.9573791;7.449142;46.9582786
32126128;2020-01-27;3350;7.4478283;46.9582787;7.4491422;46.9591781
32134145;2020-01-27;2265;7.4478284;46.9591782;7.4491424;46.9600776
32142163;2020-01-27;2922;7.4478285;46.9600777;7.4491425;46.9609771
32054019;2020-01-27;2550;7.4491404;46.9492834;7.4504542;46.9501828
32062027;2020-01-27;1469;7.4491406;46.9501829;7.4504544;46.9510823
32070036;2020-01-27;640;7.4491408;46.9510824;7.4504546;46.9519818
32078046;2020-01-27;1106;7.4491409;46.9519819;7.4504547;46.9528813
32086057;2020-01-27;2478;7.4491411;46.9528815;7.4504549;46.9537809
32094069;2020-01-27;3561;7.4491412;46.953781;7.4504551;46.9546804
32102082;2020-01-27;4007;7.4491414;46.9546805;7.4504553;46.9555799
32110096;2020-01-27;3183;7.4491416;46.95558;7.4504555;46.9564794
32118111;2020-01-27;2814;7.4491417;46.9564795;7.4504556;46.9573789
32126127;2020-01-27;2786;7.4491419;46.957379;7.4504558;46.9582784
32134144;2020-01-27;3063;7.449142;46.9582786;7.450456;46.959178
32062026;2020-01-27;2082;7.450454;46.9492833;7.4517678;46.9501827
32070035;2020-01-27;1033;7.4504542;46.9501828;7.451768;46.9510822
32078045;2020-01-27;392;7.4504544;46.9510823;7.4517682;46.9519817
32086056;2020-01-27;447;7.4504546;46.9519818;7.4517684;46.9528812
32094068;2020-01-27;932;7.4504547;46.9528813;7.4517686;46.9537807
32102081;2020-01-27;1573;7.4504549;46.9537809;7.4517688;46.9546802
32110095;2020-01-27;2696;7.4504551;46.9546804;7.451769;46.9555798
32118110;2020-01-27;4411;7.4504553;46.9555799;7.4517692;46.9564793
32126126;2020-01-27;2543;7.4504555;46.9564794;7.4517694;46.9573788
32134143;2020-01-27;1968;7.4504556;46.9573789;7.4517696;46.9582783
32070034;2020-01-27;2326;7.4517676;46.9492831;7.4530814;46.9501825
32078044;2020-01-27;1004;7.4517678;46.9501827;7.4530816;46.951082
32086055;2020-01-27;87;7.451768;46.9510822;7.4530818;46.9519815
32094067;2020-01-27;0;7.4517682;46.9519817;7.453082;46.9528811
32102080;2020-01-27;349;7.4517684;46.9528812;7.4530823;46.9537806
32110094;2020-01-27;1108;7.4517686;46.9537807;7.4530825;46.9546801
32118109;2020-01-27;2087;7.4517688;46.9546802;7.4530827;46.9555796
32126125;2020-01-27;3106;7.451769;46.9555798;7.453083;46.9564791
32134142;2020-01-27;2766;7.4517692;46.9564793;7.4530832;46.9573786
32142160;2020-01-27;2491;7.4517694;46.9573788;7.4530834;46.9582782
32150179;2020-01-27;2113;7.4517696;46.9582783;7.4530836;46.9591777
32078043;2020-01-27;2760;7.4530811;46.949283;7.454395;46.9501823
32086054;2020-01-27;1089;7.4530814;46.9501825;7.4543952;46.9510819
32094066;2020-01-27;0;7.4530816;46.951082;7.4543955;46.9519814
32102079;2020-01-27;0;7.4530818;46.9519815;7.4543957;46.9528809
32110093;2020-01-27;250;7.453082;46.9528811;7.454396;46.9537804
32118108;2020-01-27;1050;7.4530823;46.9537806;7.4543962;46.9546799
32126124;2020-01-27;2152;7.4530825;46.9546801;7.4543964;46.9555794
32134141;2020-01-27;2433;7.4530827;46.9555796;7.4543967;46.956479
32142159;2020-01-27;2036;7.453083;46.9564791;7.4543969;46.9573785
32150178;2020-01-27;2349;7.4530832;46.9573786;7.4543972;46.958278
32158198;2020-01-27;2006;7.4530834;46.9582782;7.4543974;46.9591775
32086053;2020-01-27;2073;7.4543947;46.9492828;7.4557085;46.9501822
32094065;2020-01-27;890;7.454395;46.9501823;7.4557088;46.9510817
32102078;2020-01-27;177;7.4543952;46.9510819;7.4557091;46.9519812
32110092;2020-01-27;302;7.4543955;46.9519814;7.4557094;46.9528807
32118107;2020-01-27;756;7.4543957;46.9528809;7.4557096;46.9537802
32126123;2020-01-27;1187;7.454396;46.9537804;7.4557099;46.9546797
32134140;2020-01-27;1645;7.4543962;46.9546799;7.4557102;46.9555793
32142158;2020-01-27;2047;7.4543964;46.9555794;7.4557104;46.9564788
32150177;2020-01-27;2069;7.4543967;46.956479;7.4557107;46.9573783
32158197;2020-01-27;1789;7.4543969;46.9573785;7.455711;46.9582778
32094064;2020-01-27;1746;7.4557083;46.9492826;7.4570221;46.950182
32102077;2020-01-27;815;7.4557085;46.9501822;7.4570224;46.9510815
32110091;2020-01-27;379;7.4557088;46.9510817;7.4570227;46.951981
32118106;2020-01-27;828;7.4557091;46.9519812;7.457023;46.9528805
32126122;2020-01-27;1758;7.4557094;46.9528807;7.4570233;46.95378
32134139;2020-01-27;1628;7.4557096;46.9537802;7.4570236;46.9546796
32142157;2020-01-27;1634;7.4557099;46.9546797;7.4570239;46.9555791
32150176;2020-01-27;2929;7.4557102;46.9555793;7.4570242;46.9564786
32158196;2020-01-27;3328;7.4557104;46.9564788;7.4570245;46.9573781
32166217;2020-01-27;1934;7.4557107;46.9573783;7.4570248;46.9582776
32174239;2020-01-27;2269;7.455711;46.9582778;7.4570251;46.9591771
32102076;2020-01-27;1896;7.4570218;46.9492825;7.4583357;46.9501818
32110090;2020-01-27;1092;7.4570221;46.950182;7.458336;46.9510813
32118105;2020-01-27;595;7.4570224;46.9510815;7.4583364;46.9519808
32126121;2020-01-27;832;7.4570227;46.951981;7.4583367;46.9528803
32134138;2020-01-27;1554;7.457023;46.9528805;7.458337;46.9537798
32142156;2020-01-27;1681;7.4570233;46.95378;7.4583373;46.9546793
32150175;2020-01-27;1651;7.4570236;46.9546796;7.4583376;46.9555789
32158195;2020-01-27;2187;7.4570239;46.9555791;7.4583379;46.9564784
32166216;2020-01-27;2603;7.4570242;46.9564786;7.4583382;46.9573779
32102075;2020-01-27;1635;7.4583351;46.9483827;7.459649;46.949282
32110089;2020-01-27;1791;7.4583354;46.9492822;7.4596493;46.9501815
32118104;2020-01-27;1538;7.4583357;46.9501818;7.4596497;46.9510811
32126120;2020-01-27;796;7.458336;46.9510813;7.45965;46.9519806
32134137;2020-01-27;640;7.4583364;46.9519808;7.4596503;46.9528801
32142155;2020-01-27;912;7.4583367;46.9528803;7.4596507;46.9537796
32150174;2020-01-27;1644;7.458337;46.9537798;7.459651;46.9546791
32158194;2020-01-27;2464;7.4583373;46.9546793;7.4596513;46.9555786
32166215;2020-01-27;1894;7.4583376;46.9555789;7.4596517;46.9564782
32110088;2020-01-27;896;7.4596486;46.9483825;7.4609625;46.9492818
32118103;2020-01-27;870;7.459649;46.949282;7.4609629;46.9501813
32126119;2020-01-27;963;7.4596493;46.9501815;7.4609633;46.9510808
32134136;2020-01-27;735;7.4596497;46.9510811;7.4609636;46.9519803
32142154;2020-01-27;611;7.45965;46.9519806;7.460964;46.9528799
32150173;2020-01-27;1009;7.4596503;46.9528801;7.4609643;46.9537794
32158193;2020-01-27;1993;7.4596507;46.9537796;7.4609647;46.9546789
32166214;2020-01-27;2905;7.459651;46.9546791;7.4609651;46.9555784
32142153;2020-01-27;21;7.4609633;46.9510808;7.4622773;46.9519801
32150172;2020-01-27;515;7.4609636;46.9519803;7.4622776;46.9528796
32158192;2020-01-27;2097;7.460964;46.9528799;7.462278;46.9537791
32166213;2020-01-27;2239;7.4609643;46.9537794;7.4622784;46.9546786
32158191;2020-01-27;366;7.4622773;46.9519801;7.4635913;46.9528793
32166212;2020-01-27;1096;7.4622776;46.9528796;7.4635917;46.9537789
32174234;2020-01-27;1473;7.462278;46.9537791;7.4635921;46.9546784
